Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,TimeOKStage1OK,percentContribution,sumContribution,Profit1Own,Profit1Group,Profit1,TimeOKProfitDisplayStage1OK,Cost,TimeOKStage2OK,ReceivedPoints,Reduction,Profit2,Temp_Profit,TimeOKProfitDisplayStage2OK,TotalProfitEnd,TimeCalculateCostsStage2OK
20,9,6,16.2,516.8,1,-42,558.8,25,11,21,55,28,9,11.2,20.2,19,4,41,0,0,16.2,16.2,7,491.8,42
20,10,2,27.2,461,1,-15,491,40,10,29,50,43,10,17.2,27.2,10,0,56,0,0,27.2,27.2,0,436,56
20,11,1,3.2,477,1,0,525,73,18,27,90,28,2,11.2,13.2,20,10,36,0,0,3.2,3.2,10,452,37
20,12,3,32.4,526,1,-75,576,0,10,24,50,56,10,22.4,32.4,16,0,54,0,0,32.4,32.4,5,501,56
20,13,1,19.2,513.8,1,-90,590.8,12,0,30,0,28,20,11.2,31.2,20,0,53,-4,-12,19.2,31.2,10,488.8,54
20,14,4,15,481,1,0,507,51,15,29,75,45,5,18,23,20,8,46,0,0,15,15,10,456,47
20,15,6,17.2,507.4,1,-51,533.4,0,5,26,25,28,15,11.2,26.2,17,0,51,-3,-9,17.2,26.2,10,482.4,51
20,16,3,31.4,546.6,1,-33,556.6,2,11,29,55,56,9,22.4,31.4,20,0,57,0,0,31.4,31.4,10,521.6,57
20,17,4,2,478.8,1,-246,699.8,0,0,30,0,45,20,18,38,20,0,57,-12,-36,2,38,10,453.8,58
20,18,1,15.2,523.2,1,-6,504.2,0,10,26,50,28,10,11.2,21.2,20,0,56,-2,-6,15.2,21.2,10,498.2,58
20,19,4,17,453,1,-135,600,37,10,29,50,45,10,18,28,20,2,56,-3,-9,17,26,10,428,56
20,20,3,22.4,505.6,1,-6,502.6,16,20,29,100,56,0,22.4,22.4,20,0,53,0,0,22.4,22.4,10,480.6,54
20,21,2,27.2,520,1,-93,588,0,10,29,50,43,10,17.2,27.2,12,0,58,0,0,27.2,27.2,10,495,58
20,22,2,29.2,522.6,1,-162,659.6,0,8,27,40,43,12,17.2,29.2,20,0,53,0,0,29.2,29.2,10,497.6,54
20,23,5,25.8,472.6,1,-189,641.6,5,0,29,0,37,20,14.8,34.8,20,0,54,-3,-9,25.8,34.8,10,447.6,55
20,24,1,19.2,435.4,1,-24,492.4,58,0,29,0,28,20,11.2,31.2,20,0,54,-4,-12,19.2,31.2,9,410.4,56
