Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,percentContribution,sumContribution,n,Profit1Own,Profit1Group,Profit1,Cost,ReceivedPoints,Reduction,Profit2
19,9,1,32.8,492.2,0,-120,587.2,0,12,60,62,4,8,24.8,32.8,0,0,0,32.8
19,10,1,26.8,540.6,0,-42,571.6,14,18,90,62,4,2,24.8,26.8,0,0,0,26.8
19,11,5,32.4,526.2,0,-72,576.2,3,14,70,66,4,6,26.4,32.4,0,0,0,32.4
19,12,5,26.4,487.8,0,-6,492.8,24,20,100,66,4,0,26.4,26.4,0,0,0,26.4
19,13,2,16,447.2,0,-219,661.2,20,10,50,60,4,10,24,34,0,-6,-18,16
19,14,5,30.4,526.6,0,-60,565.6,4,16,80,66,4,4,26.4,30.4,0,0,0,30.4
19,15,2,12,369.6,0,-3,509.6,162,20,100,60,4,0,24,24,12,0,0,12
19,16,3,30,481.2,0,-63,550.2,31,20,100,75,4,0,30,30,0,0,0,30
19,17,3,30,428.6,0,-15,457.6,39,20,100,75,4,0,30,30,0,0,0,30
19,18,3,30,516,0,-69,560,0,20,100,75,4,0,30,30,0,0,0,30
19,19,3,35,455,0,-198,633,5,15,75,75,4,5,30,35,0,0,0,35
19,20,4,16.2,468.8,0,-180,627.8,4,3,15,58,4,17,23.2,40.2,0,-8,-24,16.2
20,1,3,28.2,552.8,1,-51,584.8,6,15,75,58,4,5,23.2,28.2,0,0,0,28.2
20,2,4,30.2,510.8,1,-39,547.8,23,15,75,63,4,5,25.2,30.2,0,0,0,30.2
20,3,3,31.2,492,1,-78,563,18,12,60,58,4,8,23.2,31.2,0,0,0,31.2
20,4,4,29.2,537.6,1,-36,573.6,25,16,80,63,4,4,25.2,29.2,0,0,0,29.2
20,5,5,33,540.6,1,-3,538.6,20,15,75,70,4,5,28,33,0,0,0,33
20,6,5,28,519.4,1,-6,531.4,31,20,100,70,4,0,28,28,0,0,0,28
20,7,2,15.8,533.8,1,-33,561.8,20,17,85,57,4,3,22.8,25.8,4,-2,-6,15.8
20,8,3,28.2,553.4,1,-51,580.4,1,15,75,58,4,5,23.2,28.2,0,0,0,28.2
20,9,1,32.8,525,1,-120,620,0,10,50,57,4,10,22.8,32.8,0,0,0,32.8
20,10,1,18.8,559.4,1,-42,594.4,18,20,100,57,4,0,22.8,22.8,4,0,0,18.8
20,11,4,31.2,557.4,1,-72,607.4,3,14,70,63,4,6,25.2,31.2,0,0,0,31.2
20,12,4,27.2,515,1,-6,520,24,18,90,63,4,2,25.2,27.2,0,0,0,27.2
20,13,1,23.8,471,1,-231,697,20,7,35,57,4,13,22.8,35.8,0,-4,-12,23.8
20,14,3,27.2,553.8,1,-60,592.8,4,16,80,58,4,4,23.2,27.2,0,0,0,27.2
20,15,2,10.8,380.4,1,-3,532.4,174,20,100,57,4,0,22.8,22.8,12,0,0,10.8
20,16,5,33,514.2,1,-63,583.2,31,15,75,70,4,5,28,33,0,0,0,33
20,17,2,19.8,448.4,1,-15,480.4,42,20,100,57,4,0,22.8,22.8,3,0,0,19.8
20,18,1,22.8,538.8,1,-69,582.8,0,20,100,57,4,0,22.8,22.8,0,0,0,22.8
20,19,2,-8.2,446.8,1,-249,675.8,5,0,0,57,4,20,22.8,42.8,0,-17,-51,-8.2
20,20,5,28,496.8,1,-180,655.8,4,20,100,70,4,0,28,28,0,0,0,28
