Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,percentContribution,sumContribution,n,Profit1Own,Profit1Group,Profit1,Cost,ReceivedPoints,Reduction,Profit2
4,17,2,27,126.2,0,-9,110.2,0,3,15,25,4,17,10,27,0,0,0,27
4,18,2,25,128.4,0,0,103.4,0,5,25,25,4,15,10,25,0,0,0,25
4,19,2,18,123,0,-9,107,0,12,60,25,4,8,10,18,0,0,0,18
4,20,3,1.4,93.6,0,-33,101.6,0,1,5,31,4,19,12.4,31.4,0,-10,-30,1.4
5,1,2,27.8,144,0,-9,132,4,5,25,32,4,15,12.8,27.8,0,0,0,27.8
5,2,2,25.8,142.4,0,-6,125.4,2,7,35,32,4,13,12.8,25.8,0,0,0,25.8
5,3,3,21,110,0,-51,140,4,0,0,15,4,20,6,26,2,-1,-3,21
5,4,4,26.6,148,0,-6,136,7,9,45,49,4,11,19.6,30.6,1,-1,-3,26.6
5,5,2,17.8,125.8,0,-12,112.8,0,15,75,32,4,5,12.8,17.8,0,0,0,17.8
5,6,1,26.4,141.2,0,-18,134.2,0,3,15,46,4,17,18.4,35.4,0,-3,-9,26.4
5,7,2,27.8,155.8,0,-12,142.8,0,5,25,32,4,15,12.8,27.8,0,0,0,27.8
5,8,3,17,135.8,0,-36,146.8,0,0,0,15,4,20,6,26,0,-3,-9,17
5,9,1,23.4,115.6,0,0,90.6,0,15,75,46,4,5,18.4,23.4,0,0,0,23.4
5,10,4,19.6,118.2,0,0,93.2,0,20,100,49,4,0,19.6,19.6,0,0,0,19.6
5,11,4,22.6,140.8,0,-12,131.8,4,5,25,49,4,15,19.6,34.6,0,-4,-12,22.6
5,12,1,15.4,91.2,0,0,94.2,28,19,95,46,4,1,18.4,19.4,4,0,0,15.4
5,13,1,26.4,143.8,0,-6,128.8,4,9,45,46,4,11,18.4,29.4,0,-1,-3,26.4
5,14,4,20.6,101,0,-12,121,33,15,75,49,4,5,19.6,24.6,4,0,0,20.6
5,15,5,11.4,115.4,0,-27,125.4,8,15,75,31,4,5,12.4,17.4,6,0,0,11.4
5,16,5,21.4,155,0,-15,145,0,8,40,31,4,12,12.4,24.4,0,-1,-3,21.4
5,17,3,19,145.2,0,-9,131.2,2,5,25,15,4,15,6,21,2,0,0,19
5,18,5,21.4,149.8,0,-6,130.8,0,5,25,31,4,15,12.4,27.4,0,-2,-6,21.4
5,19,3,16,139,0,-9,123,0,10,50,15,4,10,6,16,0,0,0,16
5,20,5,20.4,114,0,-42,131,0,3,15,31,4,17,12.4,29.4,0,-3,-9,20.4
6,1,5,21.8,165.8,0,-12,158.8,6,6,30,32,4,14,12.8,26.8,2,-1,-3,21.8
6,2,1,24.2,166.6,0,-9,154.6,4,6,30,38,4,14,15.2,29.2,2,-1,-3,24.2
6,3,2,30,140,0,-57,176,4,0,0,40,4,20,16,36,0,-2,-6,30
6,4,3,18.4,166.4,0,-6,154.4,7,10,50,21,4,10,8.4,18.4,0,0,0,18.4
6,5,4,21.4,147.2,0,-12,134.2,0,15,75,41,4,5,16.4,21.4,0,0,0,21.4
6,6,3,26.4,167.6,0,-18,160.6,0,2,10,21,4,18,8.4,26.4,0,0,0,26.4
6,7,3,23.4,179.2,0,-12,166.2,0,5,25,21,4,15,8.4,23.4,0,0,0,23.4
6,8,2,26,161.8,0,-36,172.8,0,10,50,40,4,10,16,26,0,0,0,26
6,9,1,19.2,134.8,0,0,109.8,0,16,80,38,4,4,15.2,19.2,0,0,0,19.2
6,10,2,16,134.2,0,0,109.2,0,20,100,40,4,0,16,16,0,0,0,16
6,11,2,24,164.8,0,-12,157.8,6,10,50,40,4,10,16,26,2,0,0,24
6,12,1,14.2,105.4,0,0,113.4,33,16,80,38,4,4,15.2,19.2,5,0,0,14.2
6,13,5,20.8,164.6,0,-6,151.6,6,10,50,32,4,10,12.8,22.8,2,0,0,20.8
6,14,4,15.4,116.4,0,-12,142.4,39,15,75,41,4,5,16.4,21.4,6,0,0,15.4
6,15,5,12.8,128.2,0,-27,143.2,13,15,75,32,4,5,12.8,17.8,5,0,0,12.8
6,16,3,24.4,179.4,0,-15,169.4,0,4,20,21,4,16,8.4,24.4,0,0,0,24.4
6,17,1,17.2,162.4,0,-27,166.4,2,0,0,38,4,20,15.2,35.2,0,-6,-18,17.2
6,18,4,22.4,172.2,0,-15,162.2,0,5,25,41,4,15,16.4,31.4,0,-3,-9,22.4
6,19,4,21.4,160.4,0,-18,153.4,0,6,30,41,4,14,16.4,30.4,0,-3,-9,21.4
6,20,5,7.8,121.8,0,-66,162.8,0,1,5,32,4,19,12.8,31.8,0,-8,-24,7.8
7,1,1,23,188.8,0,-12,182.8,7,6,30,25,4,14,10,24,1,0,0,23
7,2,3,18.6,185.2,0,-9,173.2,4,9,45,19,4,11,7.6,18.6,0,0,0,18.6
7,3,3,25.6,165.6,0,-57,203.6,6,0,0,19,4,20,7.6,27.6,2,0,0,25.6
7,4,5,25,191.4,0,-6,179.4,7,7,35,30,4,13,12,25,0,0,0,25
7,5,4,21.4,168.6,0,-15,158.6,0,10,50,36,4,10,14.4,24.4,0,-1,-3,21.4
7,6,2,23.8,191.4,0,-30,196.4,0,7,35,57,4,13,22.8,35.8,0,-4,-12,23.8
7,7,3,21.6,200.8,0,-18,193.8,0,0,0,19,4,20,7.6,27.6,0,-2,-6,21.6
7,8,1,25,186.8,0,-36,197.8,0,5,25,25,4,15,10,25,0,0,0,25
7,9,5,17,151.8,0,0,126.8,0,15,75,30,4,5,12,17,0,0,0,17
7,10,2,22.8,157,0,0,132,0,20,100,57,4,0,22.8,22.8,0,0,0,22.8
7,11,1,20,184.8,0,-12,177.8,6,10,50,25,4,10,10,20,0,0,0,20
7,12,4,14.4,119.8,0,0,132.8,38,15,75,36,4,5,14.4,19.4,5,0,0,14.4
7,13,4,19.4,184,0,-9,176,8,10,50,36,4,10,14.4,24.4,2,-1,-3,19.4
7,14,2,24.8,141.2,0,-12,170.2,42,15,75,57,4,5,22.8,27.8,3,0,0,24.8
7,15,2,26.8,155,0,-27,171,14,15,75,57,4,5,22.8,27.8,1,0,0,26.8
7,16,5,29,208.4,0,-15,198.4,0,3,15,30,4,17,12,29,0,0,0,29
7,17,1,23,185.4,0,-30,192.4,2,4,20,25,4,16,10,26,0,-1,-3,23
7,18,5,27,199.2,0,-15,189.2,0,5,25,30,4,15,12,27,0,0,0,27
7,19,3,17.6,178,0,-18,171,0,10,50,19,4,10,7.6,17.6,0,0,0,17.6
7,20,4,18.4,140.2,0,-81,196.2,0,1,5,36,4,19,14.4,33.4,0,-5,-15,18.4
8,1,2,21.6,210.4,0,-18,210.4,7,6,30,34,4,14,13.6,27.6,0,-2,-6,21.6
8,2,4,25,210.2,0,-15,204.2,4,5,25,40,4,15,16,31,0,-2,-6,25
8,3,1,21,186.6,0,-60,231.6,10,0,0,20,4,20,8,28,4,-1,-3,21
8,4,5,14.8,206.2,0,-6,198.2,11,8,40,17,4,12,6.8,18.8,4,0,0,14.8
8,5,4,23,191.6,0,-18,184.6,0,10,50,40,4,10,16,26,0,-1,-3,23
8,6,3,21.2,212.6,0,-30,217.6,0,8,40,23,4,12,9.2,21.2,0,0,0,21.2
8,7,3,29.2,230,0,-18,223,0,0,0,23,4,20,9.2,29.2,0,0,0,29.2
8,8,5,20.8,207.6,0,-42,224.6,0,0,0,17,4,20,6.8,26.8,0,-2,-6,20.8
8,9,3,19.2,171,0,0,146,0,10,50,23,4,10,9.2,19.2,0,0,0,19.2
8,10,1,8,165,0,0,140,0,20,100,20,4,0,8,8,0,0,0,8
8,11,2,22.6,207.4,0,-15,203.4,6,8,40,34,4,12,13.6,25.6,0,-1,-3,22.6
8,12,1,20,139.8,0,-6,160.8,40,0,0,20,4,20,8,28,2,-2,-6,20
8,13,4,23,207,0,-12,202,8,10,50,40,4,10,16,26,0,-1,-3,23
8,14,2,12.6,153.8,0,-12,188.8,48,15,75,34,4,5,13.6,18.6,6,0,0,12.6
8,15,4,17,172,0,-27,192,18,15,75,40,4,5,16,21,4,0,0,17
8,16,2,19.6,228,0,-24,227,0,5,25,34,4,15,13.6,28.6,0,-3,-9,19.6
8,17,5,19.8,205.2,0,-36,218.2,2,1,5,17,4,19,6.8,25.8,0,-2,-6,19.8
8,18,3,24.2,223.4,0,-15,213.4,0,5,25,23,4,15,9.2,24.2,0,0,0,24.2
8,19,5,18.8,196.8,0,-18,189.8,0,8,40,17,4,12,6.8,18.8,0,0,0,18.8
8,20,1,19,159.2,0,-90,224.2,0,0,0,20,4,20,8,28,0,-3,-9,19
9,1,3,18.4,228.8,0,-24,236.8,9,6,30,31,4,14,12.4,26.4,2,-2,-6,18.4
9,2,5,22,232.2,0,-15,227.2,5,5,25,20,4,15,8,23,1,0,0,22
9,3,3,5.4,192,0,-87,264,10,0,0,31,4,20,12.4,32.4,0,-9,-27,5.4
9,4,4,18,224.2,0,-12,222.2,11,8,40,30,4,12,12,24,0,-2,-6,18
9,5,1,22.6,214.2,0,-18,207.2,0,9,45,29,4,11,11.6,22.6,0,0,0,22.6
9,6,1,28.6,241.2,0,-30,246.2,0,3,15,29,4,17,11.6,28.6,0,0,0,28.6
9,7,2,22.8,252.8,0,-24,251.8,0,2,10,27,4,18,10.8,28.8,0,-2,-6,22.8
9,8,5,22,229.6,0,-48,252.6,0,0,0,20,4,20,8,28,0,-2,-6,22
9,9,1,23.6,194.6,0,0,169.6,0,8,40,29,4,12,11.6,23.6,0,0,0,23.6
9,10,2,10.8,175.8,0,0,150.8,0,20,100,27,4,0,10.8,10.8,0,0,0,10.8
9,11,5,19,226.4,0,-15,223.4,7,8,40,20,4,12,8,20,1,0,0,19
9,12,2,27.8,167.6,0,-6,191.6,43,0,0,27,4,20,10.8,30.8,3,0,0,27.8
9,13,3,20.4,227.4,0,-12,224.4,10,10,50,31,4,10,12.4,22.4,2,0,0,20.4
9,14,3,10.4,164.2,0,-12,206.2,55,15,75,31,4,5,12.4,17.4,7,0,0,10.4
9,15,4,7,179,0,-27,209,28,15,75,30,4,5,12,17,10,0,0,7
9,16,5,21,249,0,-24,248,0,7,35,20,4,13,8,21,0,0,0,21
9,17,4,15,220.2,0,-51,248.2,2,2,10,30,4,18,12,30,0,-5,-15,15
9,18,4,18,241.4,0,-24,240.4,0,5,25,30,4,15,12,27,0,-3,-9,18
9,19,2,22.8,219.6,0,-21,215.6,0,5,25,27,4,15,10.8,25.8,0,-1,-3,22.8
9,20,1,22.6,181.8,0,-90,246.8,0,9,45,29,4,11,11.6,22.6,0,0,0,22.6
10,1,1,20.8,249.6,0,-24,259.6,11,6,30,22,4,14,8.8,22.8,2,0,0,20.8
10,2,2,15.8,248,0,-30,258,5,4,20,37,4,16,14.8,30.8,0,-5,-15,15.8
10,3,5,30.8,222.8,0,-87,294.8,10,0,0,27,4,20,10.8,30.8,0,0,0,30.8
10,4,5,24.8,249,0,-12,247,11,6,30,27,4,14,10.8,24.8,0,0,0,24.8
10,5,1,18.8,233,0,-18,226,0,10,50,22,4,10,8.8,18.8,0,0,0,18.8
10,6,5,29.8,271,0,-30,276,0,1,5,27,4,19,10.8,29.8,0,0,0,29.8
10,7,3,12.2,265,0,-39,279,0,2,10,23,4,18,9.2,27.2,0,-5,-15,12.2
10,8,3,-0.8,228.8,0,-78,281.8,0,0,0,23,4,20,9.2,29.2,0,-10,-30,-0.8
10,9,2,24.8,219.4,0,0,194.4,0,10,50,37,4,10,14.8,24.8,0,0,0,24.8
10,10,5,10.8,186.6,0,0,161.6,0,20,100,27,4,0,10.8,10.8,0,0,0,10.8
10,11,2,22.8,249.2,0,-18,250.2,8,8,40,37,4,12,14.8,26.8,1,-1,-3,22.8
10,12,4,20,187.6,0,-12,217.6,43,0,0,15,4,20,6,26,0,-2,-6,20
10,13,4,12,239.4,0,-12,240.4,14,10,50,15,4,10,6,16,4,0,0,12
10,14,2,14.8,179,0,-12,226,60,15,75,37,4,5,14.8,19.8,5,0,0,14.8
10,15,3,-3.8,175.2,0,-27,223.2,46,15,75,23,4,5,9.2,14.2,18,0,0,-3.8
10,16,3,14.2,263.2,0,-33,271.2,0,6,30,23,4,14,9.2,23.2,0,-3,-9,14.2
10,17,4,20,240.2,0,-57,274.2,2,0,0,15,4,20,6,26,0,-2,-6,20
10,18,1,23.8,265.2,0,-24,264.2,0,5,25,22,4,15,8.8,23.8,0,0,0,23.8
10,19,4,21,240.6,0,-21,236.6,0,5,25,15,4,15,6,21,0,0,0,21
10,20,1,21.8,203.6,0,-96,274.6,0,1,5,22,4,19,8.8,27.8,0,-2,-6,21.8
11,1,3,22,271.6,0,-24,282.6,12,7,35,25,4,13,10,23,1,0,0,22
11,2,4,23.2,271.2,0,-36,287.2,5,0,0,23,4,20,9.2,29.2,0,-2,-6,23.2
11,3,4,24.2,247,0,-87,319,10,5,25,23,4,15,9.2,24.2,0,0,0,24.2
11,4,4,18.2,267.2,0,-12,266.2,12,10,50,23,4,10,9.2,19.2,1,0,0,18.2
11,5,5,28,261,0,-18,254,0,10,50,45,4,10,18,28,0,0,0,28
11,6,1,15.2,286.2,0,-51,312.2,0,3,15,48,4,17,19.2,36.2,0,-7,-21,15.2
11,7,2,2.2,267.2,0,-72,314.2,0,0,0,38,4,20,15.2,35.2,0,-11,-33,2.2
11,8,5,28,256.8,0,-78,309.8,0,10,50,45,4,10,18,28,0,0,0,28
11,9,2,15.2,234.6,0,0,209.6,0,20,100,38,4,0,15.2,15.2,0,0,0,15.2
11,10,5,18,204.6,0,0,179.6,0,20,100,45,4,0,18,18,0,0,0,18
11,11,4,20.2,269.4,0,-18,271.4,9,8,40,23,4,12,9.2,21.2,1,0,0,20.2
11,12,1,17.2,204.8,0,-12,236.8,45,20,100,48,4,0,19.2,19.2,2,0,0,17.2
11,13,1,29.2,268.6,0,-12,269.6,14,10,50,48,4,10,19.2,29.2,0,0,0,29.2
11,14,1,19.2,198.2,0,-12,250.2,65,15,75,48,4,5,19.2,24.2,5,0,0,19.2
11,15,2,5.2,180.4,0,-27,243.4,61,15,75,38,4,5,15.2,20.2,15,0,0,5.2
11,16,3,24,287.2,0,-36,298.2,0,3,15,25,4,17,10,27,0,-1,-3,24
11,17,2,16.2,256.4,0,-72,306.4,3,3,15,38,4,17,15.2,32.2,1,-5,-15,16.2
11,18,5,33,298.2,0,-24,297.2,0,5,25,45,4,15,18,33,0,0,0,33
11,19,3,25,265.6,0,-21,261.6,0,5,25,25,4,15,10,25,0,0,0,25
11,20,3,20,223.6,0,-96,294.6,0,10,50,25,4,10,10,20,0,0,0,20
12,1,1,23.6,295.2,0,-24,307.2,13,7,35,29,4,13,11.6,24.6,1,0,0,23.6
12,2,2,26.2,297.4,0,-36,313.4,5,7,35,33,4,13,13.2,26.2,0,0,0,26.2
12,3,2,25.2,272.2,0,-90,347.2,10,5,25,33,4,15,13.2,28.2,0,-1,-3,25.2
12,4,2,22.2,289.4,0,-12,288.4,12,11,55,33,4,9,13.2,22.2,0,0,0,22.2
12,5,4,23.4,284.4,0,-18,277.4,0,13,65,41,4,7,16.4,23.4,0,0,0,23.4
12,6,2,22.2,308.4,0,-51,335.4,1,10,50,33,4,10,13.2,23.2,1,0,0,22.2
12,7,3,30.8,298,0,-72,345,0,2,10,32,4,18,12.8,30.8,0,0,0,30.8
12,8,5,30,286.8,0,-84,345.8,0,10,50,65,4,10,26,36,0,-2,-6,30
12,9,3,17.8,252.4,0,0,227.4,0,15,75,32,4,5,12.8,17.8,0,0,0,17.8
12,10,5,26,230.6,0,0,205.6,0,20,100,65,4,0,26,26,0,0,0,26
12,11,4,25.4,294.8,0,-21,299.8,9,8,40,41,4,12,16.4,28.4,0,-1,-3,25.4
12,12,5,25,229.8,0,-12,262.8,46,20,100,65,4,0,26,26,1,0,0,25
12,13,1,18.6,287.2,0,-12,289.2,15,12,60,29,4,8,11.6,19.6,1,0,0,18.6
12,14,4,16.4,214.6,0,-12,271.6,70,15,75,41,4,5,16.4,21.4,5,0,0,16.4
12,15,5,30,210.4,0,-27,274.4,62,15,75,65,4,5,26,31,1,0,0,30
12,16,1,25.6,312.8,0,-36,323.8,0,6,30,29,4,14,11.6,25.6,0,0,0,25.6
12,17,1,21.6,278,0,-78,334,3,4,20,29,4,16,11.6,27.6,0,-2,-6,21.6
12,18,4,19.4,317.6,0,-36,328.6,0,5,25,41,4,15,16.4,31.4,0,-4,-12,19.4
12,19,3,27.8,293.4,0,-21,289.4,0,5,25,32,4,15,12.8,27.8,0,0,0,27.8
12,20,3,22.8,246.4,0,-96,317.4,0,10,50,32,4,10,12.8,22.8,0,0,0,22.8
13,1,4,21.2,316.4,0,-30,335.4,14,7,35,38,4,13,15.2,28.2,1,-2,-6,21.2
13,2,4,17.2,314.6,0,-48,342.6,5,6,30,38,4,14,15.2,29.2,0,-4,-12,17.2
13,3,5,25.8,298,0,-93,376,10,6,30,37,4,14,14.8,28.8,0,-1,-3,25.8
13,4,2,28.8,318.2,0,-12,318.2,13,9,45,47,4,11,18.8,29.8,1,0,0,28.8
13,5,2,25.8,310.2,0,-18,303.2,0,13,65,47,4,7,18.8,25.8,0,0,0,25.8
13,6,1,24.2,332.6,0,-51,360.6,2,10,50,38,4,10,15.2,25.2,1,0,0,24.2
13,7,1,25.2,323.2,0,-81,379.2,0,1,5,38,4,19,15.2,34.2,0,-3,-9,25.2
13,8,1,20.2,307,0,-84,366,0,15,75,38,4,5,15.2,20.2,0,0,0,20.2
13,9,4,25.2,277.6,0,0,252.6,0,10,50,38,4,10,15.2,25.2,0,0,0,25.2
13,10,2,18.8,249.4,0,0,224.4,0,20,100,47,4,0,18.8,18.8,0,0,0,18.8
13,11,3,21.6,316.4,0,-27,327.4,9,8,40,39,4,12,15.6,27.6,0,-2,-6,21.6
13,12,5,11.8,241.6,0,-12,277.6,49,20,100,37,4,0,14.8,14.8,3,0,0,11.8
13,13,1,21.2,308.4,0,-12,312.4,17,12,60,38,4,8,15.2,23.2,2,0,0,21.2
13,14,4,15.2,229.8,0,-12,291.8,75,15,75,38,4,5,15.2,20.2,5,0,0,15.2
13,15,3,15.6,226,0,-27,295,67,15,75,39,4,5,15.6,20.6,5,0,0,15.6
13,16,5,25.8,338.6,0,-39,352.6,0,6,30,37,4,14,14.8,28.8,0,-1,-3,25.8
13,17,3,23.6,301.6,0,-84,363.6,3,6,30,39,4,14,15.6,29.6,0,-2,-6,23.6
13,18,5,26.8,344.4,0,-39,358.4,0,5,25,37,4,15,14.8,29.8,0,-1,-3,26.8
13,19,2,30.8,324.2,0,-24,323.2,0,5,25,47,4,15,18.8,33.8,0,-1,-3,30.8
13,20,3,22.6,269,0,-99,343,0,10,50,39,4,10,15.6,25.6,0,-1,-3,22.6
14,1,2,17.4,333.8,0,-36,360.8,16,7,35,31,4,13,12.4,25.4,2,-2,-6,17.4
14,2,3,22.2,336.8,0,-54,370.8,5,7,35,38,4,13,15.2,28.2,0,-2,-6,22.2
14,3,3,20.2,318.2,0,-102,405.2,10,6,30,38,4,14,15.2,29.2,0,-3,-9,20.2
14,4,4,26,344.2,0,-12,344.2,13,10,50,40,4,10,16,26,0,0,0,26
14,5,4,22,332.2,0,-18,325.2,0,14,70,40,4,6,16,22,0,0,0,22
14,6,5,28,360.6,0,-54,392.6,3,10,50,55,4,10,22,32,1,-1,-3,28
14,7,2,9.4,332.6,0,-102,409.6,0,2,10,31,4,18,12.4,30.4,0,-7,-21,9.4
14,8,1,24,331,0,-84,390,0,10,50,35,4,10,14,24,0,0,0,24
14,9,4,26,303.6,0,0,278.6,0,10,50,40,4,10,16,26,0,0,0,26
14,10,5,22,271.4,0,0,246.4,0,20,100,55,4,0,22,22,0,0,0,22
14,11,1,26,342.4,0,-27,353.4,9,8,40,35,4,12,14,26,0,0,0,26
14,12,5,19,260.6,0,-12,299.6,52,20,100,55,4,0,22,22,3,0,0,19
