Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,percentContribution,sumContribution,n,Profit1Own,Profit1Group,Profit1,Cost,ReceivedPoints,Reduction,Profit2
14,13,1,21,329.4,0,-12,334.4,18,12,60,35,4,8,14,22,1,0,0,21
14,14,3,15.2,245,0,-12,312,80,15,75,38,4,5,15.2,20.2,5,0,0,15.2
14,15,2,8.4,234.4,0,-27,312.4,76,15,75,31,4,5,12.4,17.4,9,0,0,8.4
14,16,4,30,368.6,0,-39,382.6,0,6,30,40,4,14,16,30,0,0,0,30
14,17,2,19.4,321,0,-90,389,3,7,35,31,4,13,12.4,25.4,0,-2,-6,19.4
14,18,5,28,372.4,0,-48,395.4,0,5,25,55,4,15,22,37,0,-3,-9,28
14,19,1,26,350.2,0,-27,352.2,0,5,25,35,4,15,14,29,0,-1,-3,26
14,20,3,25.2,294.2,0,-99,368.2,0,10,50,38,4,10,15.2,25.2,0,0,0,25.2
15,1,5,26.2,360,0,-36,387,16,7,35,33,4,13,13.2,26.2,0,0,0,26.2
15,2,5,26.2,363,0,-54,397,5,7,35,33,4,13,13.2,26.2,0,0,0,26.2
15,3,2,29,347.2,0,-108,440.2,10,7,35,55,4,13,22,35,0,-2,-6,29
15,4,3,26.6,370.8,0,-12,370.8,13,11,55,44,4,9,17.6,26.6,0,0,0,26.6
15,5,3,24.6,356.8,0,-18,349.8,0,13,65,44,4,7,17.6,24.6,0,0,0,24.6
15,6,1,17.2,377.8,0,-54,411.8,5,16,80,38,4,4,15.2,19.2,2,0,0,17.2
15,7,1,15.2,347.8,0,-120,442.8,0,2,10,38,4,18,15.2,33.2,0,-6,-18,15.2
15,8,3,27.6,358.6,0,-84,417.6,0,10,50,44,4,10,17.6,27.6,0,0,0,27.6
15,9,4,20,323.6,0,0,298.6,0,10,50,25,4,10,10,20,0,0,0,20
15,10,2,22,293.4,0,0,268.4,0,20,100,55,4,0,22,22,0,0,0,22
15,11,2,31,373.4,0,-30,387.4,9,8,40,55,4,12,22,34,0,-1,-3,31
15,12,2,19,279.6,0,-12,321.6,55,20,100,55,4,0,22,22,3,0,0,19
15,13,5,21.2,350.6,0,-12,355.6,18,12,60,33,4,8,13.2,21.2,0,0,0,21.2
15,14,3,27.6,272.6,0,-12,339.6,80,10,50,44,4,10,17.6,27.6,0,0,0,27.6
15,15,1,13.2,247.6,0,-27,332.6,83,15,75,38,4,5,15.2,20.2,7,0,0,13.2
15,16,5,26.2,394.8,0,-39,408.8,0,7,35,33,4,13,13.2,26.2,0,0,0,26.2
15,17,4,30,351,0,-90,419,3,0,0,25,4,20,10,30,0,0,0,30
15,18,1,21.2,393.6,0,-57,425.6,0,5,25,38,4,15,15.2,30.2,0,-3,-9,21.2
15,19,4,25,375.2,0,-27,377.2,0,5,25,25,4,15,10,25,0,0,0,25
15,20,4,20,314.2,0,-99,388.2,0,10,50,25,4,10,10,20,0,0,0,20
16,1,2,21.4,381.4,0,-36,410.4,18,7,35,26,4,13,10.4,23.4,2,0,0,21.4
16,2,1,23,386,0,-60,426,5,7,35,40,4,13,16,29,0,-2,-6,23
16,3,3,26.6,373.8,0,-108,466.8,10,7,35,34,4,13,13.6,26.6,0,0,0,26.6
16,4,2,17.4,388.2,0,-12,389.2,14,12,60,26,4,8,10.4,18.4,1,0,0,17.4
16,5,1,24,380.8,0,-18,373.8,0,12,60,40,4,8,16,24,0,0,0,24
16,6,5,25.6,403.4,0,-57,440.4,5,9,45,44,4,11,17.6,28.6,0,-1,-3,25.6
16,7,2,19.4,367.2,0,-129,471.2,0,2,10,26,4,18,10.4,28.4,0,-3,-9,19.4
16,8,1,24,382.6,0,-84,443.6,2,10,50,40,4,10,16,26,2,0,0,24
16,9,5,27.6,351.2,0,0,326.2,0,10,50,44,4,10,17.6,27.6,0,0,0,27.6
16,10,4,22,315.4,0,0,290.4,0,20,100,55,4,0,22,22,0,0,0,22
16,11,3,23.6,397,0,-30,411,9,10,50,34,4,10,13.6,23.6,0,0,0,23.6
16,12,4,19,298.6,0,-12,343.6,58,20,100,55,4,0,22,22,3,0,0,19
16,13,1,25,375.6,0,-12,380.6,18,11,55,40,4,9,16,25,0,0,0,25
16,14,5,27.6,300.2,0,-12,367.2,80,10,50,44,4,10,17.6,27.6,0,0,0,27.6
16,15,5,21.6,269.2,0,-27,355.2,84,15,75,44,4,5,17.6,22.6,1,0,0,21.6
16,16,3,26.6,421.4,0,-39,435.4,0,7,35,34,4,13,13.6,26.6,0,0,0,26.6
16,17,4,29,380,0,-93,451,3,10,50,55,4,10,22,32,0,-1,-3,29
16,18,2,25.4,419,0,-57,451,0,5,25,26,4,15,10.4,25.4,0,0,0,25.4
16,19,4,31,406.2,0,-33,414.2,0,5,25,55,4,15,22,37,0,-2,-6,31
16,20,3,23.6,337.8,0,-99,411.8,0,10,50,34,4,10,13.6,23.6,0,0,0,23.6
17,1,4,28,409.4,0,-36,439.4,19,7,35,40,4,13,16,29,1,0,0,28
17,2,5,26.6,412.6,0,-60,452.6,5,7,35,34,4,13,13.6,26.6,0,0,0,26.6
17,3,3,25,398.8,0,-111,494.8,10,8,40,40,4,12,16,28,0,-1,-3,25
17,4,5,21.6,409.8,0,-12,410.8,14,12,60,34,4,8,13.6,21.6,0,0,0,21.6
17,5,5,20.6,401.4,0,-18,394.4,0,13,65,34,4,7,13.6,20.6,0,0,0,20.6
17,6,1,20.8,424.2,0,-57,463.2,7,10,50,32,4,10,12.8,22.8,2,0,0,20.8
17,7,5,31.6,398.8,0,-129,502.8,0,2,10,34,4,18,13.6,31.6,0,0,0,31.6
17,8,1,22.8,405.4,0,-84,466.4,2,10,50,32,4,10,12.8,22.8,0,0,0,22.8
17,9,3,24,375.2,0,0,350.2,0,12,60,40,4,8,16,24,0,0,0,24
17,10,4,16,331.4,0,0,306.4,0,20,100,40,4,0,16,16,0,0,0,16
17,11,4,28,425,0,-30,439,9,8,40,40,4,12,16,28,0,0,0,28
17,12,2,16.4,315,0,-12,364,62,20,100,51,4,0,20.4,20.4,4,0,0,16.4
17,13,2,23.4,399,0,-18,410,18,11,55,51,4,9,20.4,29.4,0,-2,-6,23.4
17,14,2,27.4,327.6,0,-15,397.6,80,10,50,51,4,10,20.4,30.4,0,-1,-3,27.4
17,15,3,18,287.2,0,-27,376.2,87,15,75,40,4,5,16,21,3,0,0,18
17,16,1,22.8,444.2,0,-42,461.2,0,7,35,32,4,13,12.8,25.8,0,-1,-3,22.8
17,17,1,24.8,404.8,0,-96,478.8,3,5,25,32,4,15,12.8,27.8,0,-1,-3,24.8
17,18,4,28,447,0,-60,482,0,5,25,40,4,15,16,31,0,-1,-3,28
17,19,3,25,431.2,0,-39,445.2,0,5,25,40,4,15,16,31,0,-2,-6,25
17,20,2,27.4,365.2,0,-102,442.2,0,10,50,51,4,10,20.4,30.4,0,-1,-3,27.4
18,1,1,25.4,434.8,0,-36,466.8,21,7,35,36,4,13,14.4,27.4,2,0,0,25.4
18,2,2,34.4,447,0,-60,487,5,6,30,51,4,14,20.4,34.4,0,0,0,34.4
18,3,3,22.2,421,0,-114,520,10,8,40,33,4,12,13.2,25.2,0,-1,-3,22.2
18,4,4,21.6,431.4,0,-15,435.4,14,7,35,29,4,13,11.6,24.6,0,-1,-3,21.6
18,5,1,22.4,423.8,0,-18,416.8,0,12,60,36,4,8,14.4,22.4,0,0,0,22.4
18,6,5,23,447.2,0,-57,487.2,8,10,50,35,4,10,14,24,1,0,0,23
18,7,1,26.4,425.2,0,-135,535.2,0,2,10,36,4,18,14.4,32.4,0,-2,-6,26.4
18,8,3,23.2,428.6,0,-84,489.6,2,10,50,33,4,10,13.2,23.2,0,0,0,23.2
18,9,2,25.4,400.6,0,0,375.6,0,15,75,51,4,5,20.4,25.4,0,0,0,25.4
18,10,2,20.4,351.8,0,0,326.8,0,20,100,51,4,0,20.4,20.4,0,0,0,20.4
18,11,5,26,451,0,-30,465,9,8,40,35,4,12,14,26,0,0,0,26
18,12,3,3.2,318.2,0,-42,397.2,62,0,0,33,4,20,13.2,33.2,0,-10,-30,3.2
18,13,5,21,420,0,-18,432,19,12,60,35,4,8,14,22,1,0,0,21
18,14,4,16.6,344.2,0,-15,419.2,85,10,50,29,4,10,11.6,21.6,5,0,0,16.6
18,15,3,7.2,294.4,0,-27,394.4,98,15,75,33,4,5,13.2,18.2,11,0,0,7.2
18,16,4,21.6,465.8,0,-45,485.8,0,7,35,29,4,13,11.6,24.6,0,-1,-3,21.6
18,17,2,30.4,435.2,0,-96,509.2,3,10,50,51,4,10,20.4,30.4,0,0,0,30.4
18,18,4,17.6,464.6,0,-69,508.6,0,5,25,29,4,15,11.6,26.6,0,-3,-9,17.6
18,19,5,23,454.2,0,-45,474.2,0,5,25,35,4,15,14,29,0,-2,-6,23
18,20,1,19.4,384.6,0,-102,461.6,0,15,75,36,4,5,14.4,19.4,0,0,0,19.4
19,1,5,16.4,451.2,0,-39,489.2,24,8,40,26,4,12,10.4,22.4,3,-1,-3,16.4
19,2,4,24,471,0,-60,511,5,6,30,25,4,14,10,24,0,0,0,24
19,3,4,21,442,0,-114,541,10,9,45,25,4,11,10,21,0,0,0,21
19,4,2,28.8,460.2,0,-15,464.2,14,10,50,47,4,10,18.8,28.8,0,0,0,28.8
19,5,1,26.2,450,0,-18,443,0,13,65,48,4,7,19.2,26.2,0,0,0,26.2
19,6,4,30,477.2,0,-57,517.2,8,0,0,25,4,20,10,30,0,0,0,30
19,7,1,39.2,464.4,0,-135,574.4,0,0,0,48,4,20,19.2,39.2,0,0,0,39.2
19,8,2,28.8,457.4,0,-84,518.4,2,10,50,47,4,10,18.8,28.8,0,0,0,28.8
19,9,1,24.2,424.8,0,0,399.8,0,15,75,48,4,5,19.2,24.2,0,0,0,24.2
19,10,1,19.2,371,0,0,346,0,20,100,48,4,0,19.2,19.2,0,0,0,19.2
19,11,5,18.4,469.4,0,-33,487.4,10,8,40,26,4,12,10.4,22.4,1,-1,-3,18.4
19,12,5,-11.6,306.6,0,-84,427.6,62,0,0,26,4,20,10.4,30.4,0,-14,-42,-11.6
19,13,2,26.8,446.8,0,-18,458.8,19,12,60,47,4,8,18.8,26.8,0,0,0,26.8
19,14,5,8.4,352.6,0,-15,439.6,97,10,50,26,4,10,10.4,20.4,12,0,0,8.4
19,15,2,23.8,318.2,0,-27,418.2,98,15,75,47,4,5,18.8,23.8,0,0,0,23.8
19,16,3,24.6,490.4,0,-45,510.4,0,7,35,29,4,13,11.6,24.6,0,0,0,24.6
19,17,3,19.6,454.8,0,-96,528.8,3,12,60,29,4,8,11.6,19.6,0,0,0,19.6
19,18,3,26.6,491.2,0,-69,535.2,0,5,25,29,4,15,11.6,26.6,0,0,0,26.6
19,19,3,26.6,480.8,0,-45,500.8,0,5,25,29,4,15,11.6,26.6,0,0,0,26.6
19,20,4,20,404.6,0,-102,481.6,0,10,50,25,4,10,10,20,0,0,0,20
20,1,3,18.2,469.4,1,-42,512.4,26,8,40,28,4,12,11.2,23.2,2,-1,-3,18.2
20,2,4,25,496,1,-60,536,5,5,25,25,4,15,10,25,0,0,0,25
20,3,3,-4.8,437.2,1,-150,572.2,10,0,0,28,4,20,11.2,31.2,0,-12,-36,-4.8
20,4,4,17,477.2,1,-15,482.2,15,12,60,25,4,8,10,18,1,0,0,17
20,5,5,21.4,471.4,1,-18,464.4,0,13,65,36,4,7,14.4,21.4,0,0,0,21.4
20,6,5,27.4,504.6,1,-57,544.6,8,7,35,36,4,13,14.4,27.4,0,0,0,27.4
20,7,2,11.8,476.2,1,-150,601.2,0,2,10,22,4,18,8.8,26.8,0,-5,-15,11.8
20,8,3,21.2,478.6,1,-84,539.6,2,10,50,28,4,10,11.2,21.2,0,0,0,21.2
20,9,1,30,454.8,1,0,429.8,0,8,40,45,4,12,18,30,0,0,0,30
20,10,1,18,389,1,0,364,0,20,100,45,4,0,18,18,0,0,0,18
20,11,4,21,490.4,1,-33,509.4,11,8,40,25,4,12,10,22,1,0,0,21
20,12,4,24,330.6,1,-90,457.6,62,0,0,25,4,20,10,30,0,-2,-6,24
20,13,1,25,471.8,1,-18,484.8,20,12,60,45,4,8,18,26,1,0,0,25
20,14,3,10.2,362.8,1,-15,460.8,108,10,50,28,4,10,11.2,21.2,11,0,0,10.2
20,15,2,-4.2,314,1,-27,432,116,15,75,22,4,5,8.8,13.8,18,0,0,-4.2
20,16,5,28.4,518.8,1,-45,538.8,0,6,30,36,4,14,14.4,28.4,0,0,0,28.4
20,17,2,-1.2,453.6,1,-126,557.6,3,0,0,22,4,20,8.8,28.8,0,-10,-30,-1.2
20,18,1,30,521.2,1,-72,568.2,0,5,25,45,4,15,18,33,0,-1,-3,30
20,19,2,14.8,495.6,1,-54,524.6,0,5,25,22,4,15,8.8,23.8,0,-3,-9,14.8
20,20,5,24.4,429,1,-102,506,0,10,50,36,4,10,14.4,24.4,0,0,0,24.4
