Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,percentContribution,sumContribution,n,Profit1Own,Profit1Group,Profit1,Cost,ReceivedPoints,Reduction,Profit2,Temp_Profit,Punish10,Punish10u,Punish10d,TotalProfitEnd,Punish20,Punish20u,Punish20d
5,2,1,23.2,127,0,-15,134,17,8,40,58,4,12,23.2,35.2,0,-4,-12,23.2,35.2,-,-,-,102,-,-,-
5,3,4,16.6,136.2,0,-24,145.2,10,10,50,54,4,10,21.6,31.6,0,-5,-15,16.6,31.6,-,-,-,111.2,-,-,-
5,4,3,25.6,124.2,0,-15,123.2,9,10,50,54,4,10,21.6,31.6,0,-2,-6,25.6,31.6,-,-,-,99.2,-,-,-
5,5,6,22.8,151.8,0,-24,150.8,0,2,10,27,4,18,10.8,28.8,0,-2,-6,22.8,28.8,-,-,-,126.8,-,-,-
5,6,6,23.8,140.4,0,-33,148.4,0,4,20,27,4,16,10.8,26.8,0,-1,-3,23.8,26.8,-,-,-,115.4,-,-,-
5,7,2,6.8,55.4,0,-138,168.4,0,0,0,27,4,20,10.8,30.8,0,-8,-24,6.8,30.8,-,-,-,30.4,-,-,-
5,8,1,23.2,122.8,0,-3,100.8,0,20,100,58,4,0,23.2,23.2,0,0,0,23.2,23.2,-,-,-,97.8,-,-,-
5,9,1,16.2,95.2,0,0,109.2,39,20,100,58,4,0,23.2,23.2,7,0,0,16.2,16.2,-,-,-,70.2,-,-,-
5,10,4,23.6,133.8,0,-18,140.8,14,15,75,54,4,5,21.6,26.6,3,0,0,23.6,23.6,-,-,-,108.8,-,-,-
5,11,5,20.2,116.6,0,-45,150.6,14,5,25,28,4,15,11.2,26.2,3,-1,-3,20.2,23.2,-,-,-,91.6,-,-,-
5,12,5,18.2,138.4,0,-9,124.4,2,8,40,28,4,12,11.2,23.2,2,-1,-3,18.2,21.2,-,-,-,113.4,-,-,-
5,13,4,21.6,133.4,0,0,115.4,7,17,85,54,4,3,21.6,24.6,3,0,0,21.6,21.6,-,-,-,108.4,-,-,-
5,14,2,-3.2,71.2,0,-9,101.2,46,18,90,27,4,2,10.8,12.8,16,0,0,-3.2,-3.2,-,-,-,46.2,-,-,-
5,15,1,24.2,153.2,0,-9,140.2,3,10,50,58,4,10,23.2,33.2,0,-3,-9,24.2,33.2,-,-,-,128.2,-,-,-
5,16,5,16.2,131.2,0,-45,151.2,0,0,0,28,4,20,11.2,31.2,0,-5,-15,16.2,31.2,-,-,-,106.2,-,-,-
5,17,6,9.8,135.4,0,-3,121.4,8,15,75,27,4,5,10.8,15.8,3,-1,-3,9.8,12.8,-,-,-,110.4,-,-,-
5,18,5,6.2,101.4,0,-9,101.4,16,15,75,28,4,5,11.2,16.2,4,-2,-6,6.2,12.2,-,-,-,76.4,-,-,-
5,19,6,23.8,121.8,0,-42,140.8,2,6,30,27,4,14,10.8,24.8,1,0,0,23.8,23.8,-,-,-,96.8,-,-,-
5,20,3,25.6,137.6,0,-9,127.6,6,12,60,54,4,8,21.6,29.6,1,-1,-3,25.6,28.6,-,-,-,112.6,-,-,-
5,21,3,22.6,152.8,0,-3,136.8,6,17,85,54,4,3,21.6,24.6,2,0,0,22.6,22.6,-,-,-,127.8,-,-,-
5,22,4,26.6,136.4,0,-3,117.4,3,12,60,54,4,8,21.6,29.6,0,-1,-3,26.6,29.6,-,-,-,111.4,-,-,-
5,23,2,6.8,37.2,0,-159,171.2,0,0,0,27,4,20,10.8,30.8,0,-8,-24,6.8,30.8,-,-,-,12.2,-,-,-
5,24,2,5.8,131.2,0,-12,127.2,9,9,45,27,4,11,10.8,21.8,4,-4,-12,5.8,17.8,-,-,-,106.2,-,-,-
6,1,2,27.8,154.6,0,-6,135.6,0,15,75,57,4,5,22.8,27.8,0,0,0,27.8,27.8,-,-,-,129.6,-,-,-
6,2,4,29.4,156.4,0,-18,166.4,17,10,50,56,4,10,22.4,32.4,0,-1,-3,29.4,32.4,-,-,-,131.4,-,-,-
6,3,1,17.4,153.6,0,-27,169.6,14,10,50,36,4,10,14.4,24.4,4,-1,-3,17.4,20.4,-,-,-,128.6,-,-,-
6,4,3,16.6,140.8,0,-15,141.8,11,15,75,34,4,5,13.6,18.6,2,0,0,16.6,16.6,-,-,-,115.8,-,-,-
6,5,5,28.2,180,0,-24,179,0,3,15,28,4,17,11.2,28.2,0,0,0,28.2,28.2,-,-,-,155,-,-,-
6,6,3,26.6,167,0,-36,178,0,4,20,34,4,16,13.6,29.6,0,-1,-3,26.6,29.6,-,-,-,142,-,-,-
6,7,3,21.6,77,0,-150,202,0,0,0,34,4,20,13.6,33.6,0,-4,-12,21.6,33.6,-,-,-,52,-,-,-
6,8,5,11.2,134,0,-3,112,0,20,100,28,4,0,11.2,11.2,0,0,0,11.2,11.2,-,-,-,109,-,-,-
6,9,6,16.4,111.6,0,0,133.6,47,20,100,61,4,0,24.4,24.4,8,0,0,16.4,16.4,-,-,-,86.6,-,-,-
6,10,1,10.4,144.2,0,-21,161.2,21,14,70,36,4,6,14.4,20.4,7,-1,-3,10.4,13.4,-,-,-,119.2,-,-,-
6,11,1,5.4,122,0,-66,180,17,5,25,36,4,15,14.4,29.4,3,-7,-21,5.4,26.4,-,-,-,97,-,-,-
6,12,1,12.4,150.8,0,-24,151.8,2,7,35,36,4,13,14.4,27.4,0,-5,-15,12.4,27.4,-,-,-,125.8,-,-,-
6,13,2,24.8,158.2,0,0,141.2,8,17,85,57,4,3,22.8,25.8,1,0,0,24.8,24.8,-,-,-,133.2,-,-,-
6,14,6,18.4,89.6,0,-15,130.6,51,15,75,61,4,5,24.4,29.4,5,-2,-6,18.4,24.4,-,-,-,64.6,-,-,-
6,15,2,29.8,183,0,-12,173,3,10,50,57,4,10,22.8,32.8,0,-1,-3,29.8,32.8,-,-,-,158,-,-,-
6,16,4,22.4,153.6,0,-45,173.6,0,20,100,56,4,0,22.4,22.4,0,0,0,22.4,22.4,-,-,-,128.6,-,-,-
6,17,3,15.6,151,0,-3,140,11,15,75,34,4,5,13.6,18.6,3,0,0,15.6,15.6,-,-,-,126,-,-,-
6,18,2,27.8,129.2,0,-9,129.2,16,15,75,57,4,5,22.8,27.8,0,0,0,27.8,27.8,-,-,-,104.2,-,-,-
6,19,5,26.2,148,0,-42,167,2,5,25,28,4,15,11.2,26.2,0,0,0,26.2,26.2,-,-,-,123,-,-,-
6,20,4,29.4,167,0,-9,158,7,12,60,56,4,8,22.4,30.4,1,0,0,29.4,29.4,-,-,-,142,-,-,-
6,21,6,22.4,175.2,0,-6,164.2,8,17,85,61,4,3,24.4,27.4,2,-1,-3,22.4,25.4,-,-,-,150.2,-,-,-
6,22,4,28.4,164.8,0,-3,145.8,3,14,70,56,4,6,22.4,28.4,0,0,0,28.4,28.4,-,-,-,139.8,-,-,-
6,23,5,31.2,68.4,0,-159,202.4,0,0,0,28,4,20,11.2,31.2,0,0,0,31.2,31.2,-,-,-,43.4,-,-,-
6,24,6,-0.6,130.6,0,-48,162.6,9,9,45,61,4,11,24.4,35.4,0,-12,-36,-0.6,35.4,-,-,-,105.6,-,-,-
7,1,4,28,182.6,0,-6,163.6,0,16,80,60,4,4,24,28,0,0,0,28,28,-,-,-,157.6,-,-,-
7,2,5,9.2,165.6,0,-33,193.6,20,10,50,43,4,10,17.2,27.2,3,-5,-15,9.2,24.2,-,-,-,140.6,-,-,-
7,3,5,8.2,161.8,0,-42,196.8,18,10,50,43,4,10,17.2,27.2,4,-5,-15,8.2,23.2,-,-,-,136.8,-,-,-
7,4,3,21,161.8,0,-18,169.8,15,10,50,45,4,10,18,28,4,-1,-3,21,24,-,-,-,136.8,-,-,-
7,5,5,-7.8,172.2,0,-66,213.2,0,3,15,43,4,17,17.2,34.2,0,-14,-42,-7.8,34.2,-,-,-,147.2,-,-,-
7,6,2,31.6,198.6,0,-36,209.6,0,4,20,39,4,16,15.6,31.6,0,0,0,31.6,31.6,-,-,-,173.6,-,-,-
7,7,6,14.4,91.4,0,-174,240.4,0,0,0,46,4,20,18.4,38.4,0,-8,-24,14.4,38.4,-,-,-,66.4,-,-,-
7,8,2,15.6,149.6,0,-3,127.6,0,20,100,39,4,0,15.6,15.6,0,0,0,15.6,15.6,-,-,-,124.6,-,-,-
7,9,5,0.2,111.8,0,0,150.8,64,20,100,43,4,0,17.2,17.2,17,0,0,0.2,0.2,-,-,-,86.8,-,-,-
7,10,4,28,172.2,0,-21,191.2,23,14,70,60,4,6,24,30,2,0,0,28,28,-,-,-,147.2,-,-,-
7,11,1,19.2,141.2,0,-69,205.2,20,6,30,28,4,14,11.2,25.2,3,-1,-3,19.2,22.2,-,-,-,116.2,-,-,-
7,12,1,19.2,170,0,-27,175,3,8,40,28,4,12,11.2,23.2,1,-1,-3,19.2,22.2,-,-,-,145,-,-,-
7,13,3,16,174.2,0,0,160.2,11,19,95,45,4,1,18,19,3,0,0,16,16,-,-,-,149.2,-,-,-
7,14,6,16.4,106,0,-15,153,57,16,80,46,4,4,18.4,22.4,6,0,0,16.4,16.4,-,-,-,81,-,-,-
7,15,6,23.4,206.4,0,-12,196.4,3,15,75,46,4,5,18.4,23.4,0,0,0,23.4,23.4,-,-,-,181.4,-,-,-
7,16,3,7,160.6,0,-75,210.6,0,1,5,45,4,19,18,37,0,-10,-30,7,37,-,-,-,135.6,-,-,-
7,17,6,21.4,172.4,0,-3,163.4,13,15,75,46,4,5,18.4,23.4,2,0,0,21.4,21.4,-,-,-,147.4,-,-,-
7,18,4,27,156.2,0,-9,156.2,16,17,85,60,4,3,24,27,0,0,0,27,27,-,-,-,131.2,-,-,-
7,19,1,16.2,164.2,0,-54,195.2,2,3,15,28,4,17,11.2,28.2,0,-4,-12,16.2,28.2,-,-,-,139.2,-,-,-
7,20,4,25,192,0,-15,189,7,13,65,60,4,7,24,31,0,-2,-6,25,31,-,-,-,167,-,-,-
7,21,3,19,194.2,0,-6,187.2,12,15,75,45,4,5,18,23,4,0,0,19,19,-,-,-,169.2,-,-,-
7,22,2,20.6,185.4,0,-3,166.4,3,15,75,39,4,5,15.6,20.6,0,0,0,20.6,20.6,-,-,-,160.4,-,-,-
7,23,2,35.6,104,0,-159,238,0,0,0,39,4,20,15.6,35.6,0,0,0,35.6,35.6,-,-,-,79,-,-,-
7,24,1,14.2,144.8,0,-51,182.8,12,11,55,28,4,9,11.2,20.2,3,-1,-3,14.2,17.2,-,-,-,119.8,-,-,-
