Period,Subject,Group,Profit,TotalProfit,contribution,TimeOKStage1OK,sumContribution,Profit1Own,Profit1Group,Profit1,Cost,ReceivedPoints,Reduction,Profit2
2,3,2,28.8,71.8,5,29,42,15,16.8,31.8,0,-1,-3,28.8
2,4,3,22.8,66.8,2,27,12,18,4.8,22.8,0,0,0,22.8
2,5,6,22.2,77,8,26,48,12,19.2,31.2,0,-3,-9,22.2
2,6,2,22.8,47.8,10,16,42,10,16.8,26.8,4,0,0,22.8
2,7,2,16.8,57.4,20,26,42,0,16.8,16.8,0,0,0,16.8
2,8,5,25.6,80.8,4,29,24,16,9.6,25.6,0,0,0,25.6
2,9,4,32,82,5,29,50,15,20,35,0,-1,-3,32
2,10,1,33,87.6,7,19,50,13,20,33,0,0,0,33
2,11,3,22.8,80.4,2,29,12,18,4.8,22.8,0,0,0,22.8
2,12,4,18,63.2,20,29,50,0,20,20,2,0,0,18
2,13,6,12.2,47.2,20,29,48,0,19.2,19.2,7,0,0,12.2
2,14,6,23.2,73.8,10,23,48,10,19.2,29.2,0,-2,-6,23.2
2,15,6,23.2,63,10,22,48,10,19.2,29.2,0,-2,-6,23.2
2,16,5,23.6,73.4,6,23,24,14,9.6,23.6,0,0,0,23.6
2,17,4,20,62.2,20,29,50,0,20,20,0,0,0,20
2,18,5,25.6,80.8,4,27,24,16,9.6,25.6,0,0,0,25.6
2,19,1,20,63,20,28,50,0,20,20,0,0,0,20
2,20,1,32,69.8,8,26,50,12,20,32,0,0,0,32
2,21,3,24.8,76.8,0,3,12,20,4.8,24.8,0,0,0,24.8
2,22,4,32,89.8,5,23,50,15,20,35,0,-1,-3,32
2,23,2,20.8,60.6,7,28,42,13,16.8,29.8,0,-3,-9,20.8
2,24,5,19.6,62.6,10,20,24,10,9.6,19.6,0,0,0,19.6
3,1,3,28.4,101.2,12,-1,56,8,22.4,30.4,2,0,0,28.4
3,2,1,18.6,77.2,6,27,34,14,13.6,27.6,0,-3,-9,18.6
3,3,4,19.8,91.6,7,28,47,13,18.8,31.8,0,-4,-12,19.8
3,4,4,23.8,90.6,0,20,47,20,18.8,38.8,0,-5,-15,23.8
3,5,2,21.4,98.4,7,25,36,13,14.4,27.4,0,-2,-6,21.4
3,6,1,15.6,63.4,10,17,34,10,13.6,23.6,8,0,0,15.6
3,7,6,20,77.4,20,28,50,0,20,20,0,0,0,20
3,8,3,32.4,113.2,4,30,56,16,22.4,38.4,0,-2,-6,32.4
3,9,2,20.4,102.4,5,26,36,15,14.4,29.4,0,-3,-9,20.4
3,10,1,16.6,104.2,8,24,34,12,13.6,25.6,0,-3,-9,16.6
3,11,5,27.8,108.2,2,29,32,18,12.8,30.8,0,-1,-3,27.8
3,12,4,9.8,73,20,30,47,0,18.8,18.8,9,0,0,9.8
3,13,2,5.4,52.6,20,28,36,0,14.4,14.4,9,0,0,5.4
3,14,5,22.8,96.6,10,27,32,10,12.8,22.8,0,0,0,22.8
3,15,4,18.8,81.8,20,28,47,0,18.8,18.8,0,0,0,18.8
3,16,1,17.6,91,10,25,34,10,13.6,23.6,0,-2,-6,17.6
3,17,3,22.4,84.6,20,29,56,0,22.4,22.4,0,0,0,22.4
3,18,2,18.4,99.2,4,27,36,16,14.4,30.4,0,-4,-12,18.4
3,19,6,20,83,20,28,50,0,20,20,0,0,0,20
3,20,5,21.8,91.6,10,27,32,10,12.8,22.8,1,0,0,21.8
3,21,6,37,113.8,0,16,50,20,20,40,0,-1,-3,37
3,22,5,22.8,112.6,10,15,32,10,12.8,22.8,0,0,0,22.8
3,23,6,29,89.6,10,26,50,10,20,30,1,0,0,29
3,24,3,22.4,85,20,27,56,0,22.4,22.4,0,0,0,22.4
4,1,6,40,141.2,0,30,50,20,20,40,0,0,0,40
4,2,1,32.6,109.8,9,27,69,11,27.6,38.6,0,-2,-6,32.6
4,3,5,16.8,108.4,8,28,42,12,16.8,28.8,0,-4,-12,16.8
4,4,5,14.8,105.4,10,25,42,10,16.8,26.8,3,-3,-9,14.8
4,5,3,16,114.4,5,22,25,15,10,25,0,-3,-9,16
4,6,3,13,76.4,8,25,25,12,10,22,9,0,0,13
4,7,1,27.6,105,20,27,69,0,27.6,27.6,0,0,0,27.6
4,8,5,5.8,119,4,27,42,16,16.8,32.8,0,-9,-27,5.8
4,9,6,30,132.4,10,28,50,10,20,30,0,0,0,30
4,10,2,17.6,121.8,7,28,24,13,9.6,22.6,5,0,0,17.6
4,11,2,19.6,127.8,1,29,24,19,9.6,28.6,0,-3,-9,19.6
4,12,1,25.6,98.6,20,29,69,0,27.6,27.6,2,0,0,25.6
4,13,5,3.8,56.4,20,29,42,0,16.8,16.8,13,0,0,3.8
4,14,2,19.6,116.2,10,27,24,10,9.6,19.6,0,0,0,19.6
4,15,6,20,101.8,20,28,50,0,20,20,0,0,0,20
4,16,4,26.4,117.4,7,26,41,13,16.4,29.4,0,-1,-3,26.4
4,17,6,20,104.6,20,28,50,0,20,20,0,0,0,20
4,18,2,17.6,116.8,6,29,24,14,9.6,23.6,0,-2,-6,17.6
4,19,1,27.6,110.6,20,27,69,0,27.6,27.6,0,0,0,27.6
4,20,3,13,104.6,10,28,25,10,10,20,1,-2,-6,13
4,21,4,33.4,147.2,0,28,41,20,16.4,36.4,0,-1,-3,33.4
4,22,4,16.4,129,20,22,41,0,16.4,16.4,0,0,0,16.4
4,23,4,20.4,110,14,24,41,6,16.4,22.4,2,0,0,20.4
4,24,3,13,98,2,24,25,18,10,28,0,-5,-15,13
5,1,6,22,163.2,0,24,20,20,8,28,0,-2,-6,22
5,2,4,21.8,131.6,15,29,42,5,16.8,21.8,0,0,0,21.8
5,3,6,21,129.4,7,28,20,13,8,21,0,0,0,21
5,4,1,18.2,123.6,20,28,58,0,23.2,23.2,5,0,0,18.2
5,5,4,28.8,143.2,8,25,42,12,16.8,28.8,0,0,0,28.8
5,6,3,16.8,93.2,4,29,52,16,20.8,36.8,2,-6,-18,16.8
5,7,3,20.8,125.8,20,29,52,0,20.8,20.8,0,0,0,20.8
5,8,1,33.2,152.2,10,29,58,10,23.2,33.2,0,0,0,33.2
5,9,4,27.8,160.2,9,29,42,11,16.8,27.8,0,0,0,27.8
5,10,2,28.8,150.6,7,28,52,13,20.8,33.8,2,-1,-3,28.8
5,11,5,19.8,147.6,2,29,42,18,16.8,34.8,0,-5,-15,19.8
5,12,5,6.8,105.4,20,30,42,0,16.8,16.8,10,0,0,6.8
5,13,3,9.8,66.2,20,28,52,0,20.8,20.8,11,0,0,9.8
5,14,1,20.2,136.4,8,29,58,12,23.2,35.2,0,-5,-15,20.2
5,15,2,20.8,122.6,20,28,52,0,20.8,20.8,0,0,0,20.8
5,16,6,18,135.4,8,23,20,12,8,20,2,0,0,18
5,17,4,26.8,131.4,10,29,42,10,16.8,26.8,0,0,0,26.8
5,18,2,26.8,143.6,5,29,52,15,20.8,35.8,0,-3,-9,26.8
5,19,5,16.8,127.4,20,27,42,0,16.8,16.8,0,0,0,16.8
5,20,3,11.8,116.4,8,25,52,12,20.8,32.8,0,-7,-21,11.8
5,21,5,21.8,169,0,25,42,20,16.8,36.8,0,-5,-15,21.8
5,22,1,23.2,152.2,20,28,58,0,23.2,23.2,0,0,0,23.2
5,23,2,18.8,128.8,20,24,52,0,20.8,20.8,2,0,0,18.8
5,24,6,23,121,5,26,20,15,8,23,0,0,0,23
6,1,3,28.8,192,10,25,47,10,18.8,28.8,0,0,0,28.8
6,2,1,24.8,156.4,12,30,42,8,16.8,24.8,0,0,0,24.8
6,3,5,24.6,154,7,26,29,13,11.6,24.6,0,0,0,24.6
6,4,1,26.8,150.4,10,27,42,10,16.8,26.8,0,0,0,26.8
6,5,4,25,168.2,10,28,45,10,18,28,0,-1,-3,25
6,6,6,10.2,103.4,6,29,38,14,15.2,29.2,4,-5,-15,10.2
6,7,2,22,147.8,20,29,55,0,22,22,0,0,0,22
6,8,5,18.6,170.8,10,28,29,10,11.6,21.6,3,0,0,18.6
6,9,4,24,184.2,8,29,45,12,18,30,0,-2,-6,24
6,10,6,8.2,158.8,7,25,38,13,15.2,28.2,2,-6,-18,8.2
6,11,2,39,186.6,0,30,55,20,22,42,0,-1,-3,39
6,12,4,13,118.4,20,29,45,0,18,18,5,0,0,13
6,13,6,2.2,68.4,20,29,38,0,15.2,15.2,13,0,0,2.2
6,14,2,26,162.4,15,25,55,5,22,27,1,0,0,26
6,15,3,18.8,141.4,20,29,47,0,18.8,18.8,0,0,0,18.8
6,16,4,25,160.4,7,24,45,13,18,31,0,-2,-6,25
6,17,3,28.8,160.2,10,27,47,10,18.8,28.8,0,0,0,28.8
6,18,3,31.8,175.4,7,30,47,13,18.8,31.8,0,0,0,31.8
6,19,5,19.6,147,0,29,29,20,11.6,31.6,0,-4,-12,19.6
6,20,1,26.8,143.2,10,27,42,10,16.8,26.8,0,0,0,26.8
6,21,1,26.8,195.8,10,24,42,10,16.8,26.8,0,0,0,26.8
6,22,2,22,174.2,20,26,55,0,22,22,0,0,0,22
6,23,5,18.6,147.4,12,25,29,8,11.6,19.6,1,0,0,18.6
6,24,6,6.2,127.2,5,28,38,15,15.2,30.2,0,-8,-24,6.2
7,1,3,23.8,215.8,5,19,22,15,8.8,23.8,0,0,0,23.8
7,2,1,32.2,188.6,11,29,58,9,23.2,32.2,0,0,0,32.2
7,3,4,28.6,182.6,7,29,39,13,15.6,28.6,0,0,0,28.6
7,4,6,27.2,177.6,10,29,43,10,17.2,27.2,0,0,0,27.2
7,5,3,16.8,185,10,28,22,10,8.8,18.8,2,0,0,16.8
7,6,2,14.2,117.6,12,23,33,8,13.2,21.2,7,0,0,14.2
7,7,5,22.8,170.6,20,29,57,0,22.8,22.8,0,0,0,22.8
7,8,2,15.2,186,10,29,33,10,13.2,23.2,2,-2,-6,15.2
7,9,2,18.2,202.4,9,25,33,11,13.2,24.2,0,-2,-6,18.2
7,10,4,24.6,183.4,7,29,39,13,15.6,28.6,4,0,0,24.6
7,11,2,16.2,202.8,2,27,33,18,13.2,31.2,0,-5,-15,16.2
7,12,3,22.8,141.2,0,29,22,20,8.8,28.8,0,-2,-6,22.8
7,13,5,12.8,81.2,20,29,57,0,22.8,22.8,10,0,0,12.8
7,14,6,22.2,184.6,15,29,43,5,17.2,22.2,0,0,0,22.2
7,15,4,6.6,148,20,29,39,0,15.6,15.6,0,-3,-9,6.6
7,16,5,14.8,175.2,7,29,57,13,22.8,35.8,0,-7,-21,14.8
7,17,6,29.2,189.4,8,29,43,12,17.2,29.2,0,0,0,29.2
7,18,3,21.8,197.2,7,29,22,13,8.8,21.8,0,0,0,21.8
7,19,1,23.2,170.2,20,29,58,0,23.2,23.2,0,0,0,23.2
7,20,5,23.8,167,10,29,57,10,22.8,32.8,0,-3,-9,23.8
7,21,6,27.2,223,10,19,43,10,17.2,27.2,0,0,0,27.2
7,22,1,23.2,197.4,20,27,58,0,23.2,23.2,0,0,0,23.2
7,23,1,36.2,183.6,7,11,58,13,23.2,36.2,0,0,0,36.2
7,24,4,27.6,154.8,5,17,39,15,15.6,30.6,0,-1,-3,27.6
8,1,1,0,215.8,0,29,32,20,12.8,32.8,0,-11,-33,0
8,2,4,25.8,214.4,12,28,47,8,18.8,26.8,1,0,0,25.8
8,3,6,23.8,206.4,7,17,27,13,10.8,23.8,0,0,0,23.8
8,4,3,22.8,200.4,10,23,37,10,14.8,24.8,2,0,0,22.8
8,5,4,28.8,213.8,10,28,47,10,18.8,28.8,0,0,0,28.8
8,6,1,12.8,130.4,12,29,32,8,12.8,20.8,8,0,0,12.8
8,7,4,18.8,189.4,20,28,47,0,18.8,18.8,0,0,0,18.8
8,8,3,24.8,210.8,10,28,37,10,14.8,24.8,0,0,0,24.8
8,9,2,29.8,232.2,10,30,57,10,22.8,32.8,0,-1,-3,29.8
8,10,2,30.8,214.2,7,29,57,13,22.8,35.8,5,0,0,30.8
8,11,5,24.8,227.6,2,27,32,18,12.8,30.8,0,-2,-6,24.8
8,12,1,0,141.2,0,28,32,20,12.8,32.8,0,-11,-33,0
8,13,1,-1.2,80,20,29,32,0,12.8,12.8,14,0,0,-1.2
8,14,5,16.8,201.4,15,23,32,5,12.8,17.8,1,0,0,16.8
8,15,6,23.8,171.8,7,19,27,13,10.8,23.8,0,0,0,23.8
8,16,5,20.8,196,10,28,32,10,12.8,22.8,2,0,0,20.8
8,17,6,22.8,212.2,8,29,27,12,10.8,22.8,0,0,0,22.8
8,18,3,22.8,220,6,29,37,14,14.8,28.8,0,-2,-6,22.8
8,19,2,16.8,187,20,29,57,0,22.8,22.8,0,-2,-6,16.8
8,20,3,23.8,190.8,11,27,37,9,14.8,23.8,0,0,0,23.8
8,21,5,24.8,247.8,5,29,32,15,12.8,27.8,0,-1,-3,24.8
8,22,2,16.8,214.2,20,28,57,0,22.8,22.8,0,-2,-6,16.8
8,23,6,25.8,209.4,5,28,27,15,10.8,25.8,0,0,0,25.8
8,24,4,30.8,185.6,5,28,47,15,18.8,33.8,0,-1,-3,30.8
9,1,5,26,241.8,10,29,40,10,16,26,0,0,0,26
9,2,6,22.8,237.2,15,26,47,5,18.8,23.8,1,0,0,22.8
9,3,3,25.8,232.2,7,29,32,13,12.8,25.8,0,0,0,25.8
9,4,5,27,227.4,9,27,40,11,16,27,0,0,0,27
9,5,4,28,241.8,10,29,45,10,18,28,0,0,0,28
9,6,5,25,155.4,11,22,40,9,16,25,0,0,0,25
9,7,1,12.8,202.2,20,29,32,0,12.8,12.8,0,0,0,12.8
9,8,5,26,236.8,10,29,40,10,16,26,0,0,0,26
9,9,6,22.8,255,10,29,47,10,18.8,28.8,0,-2,-6,22.8
9,10,4,29,243.2,9,28,45,11,18,29,0,0,0,29
9,11,6,9.8,237.4,2,28,47,18,18.8,36.8,0,-9,-27,9.8
9,12,1,29.8,171,0,30,32,20,12.8,32.8,0,-1,-3,29.8
9,13,6,8.8,88.8,20,29,47,0,18.8,18.8,10,0,0,8.8
9,14,4,23,224.4,15,29,45,5,18,23,0,0,0,23
9,15,2,27.6,199.4,8,29,39,12,15.6,27.6,0,0,0,27.6
9,16,3,22.8,218.8,10,26,32,10,12.8,22.8,0,0,0,22.8
9,17,2,29.6,241.8,6,29,39,14,15.6,29.6,0,0,0,29.6
9,18,3,25.8,245.8,7,30,32,13,12.8,25.8,0,0,0,25.8
9,19,1,24.8,211.8,5,27,32,15,12.8,27.8,0,-1,-3,24.8
9,20,4,27,217.8,11,27,45,9,18,27,0,0,0,27
9,21,3,24.8,272.6,8,23,32,12,12.8,24.8,0,0,0,24.8
9,22,2,15.6,229.8,20,28,39,0,15.6,15.6,0,0,0,15.6
9,23,1,23.8,233.2,7,21,32,13,12.8,25.8,2,0,0,23.8
9,24,2,30.6,216.2,5,28,39,15,15.6,30.6,0,0,0,30.6
10,1,2,17.8,259.6,15,29,37,5,14.8,19.8,2,0,0,17.8
10,2,6,24.2,261.4,11,26,38,9,15.2,24.2,0,0,0,24.2
10,3,6,28.2,260.4,7,29,38,13,15.2,28.2,0,0,0,28.2
10,4,3,18,245.4,9,29,45,11,18,29,2,-3,-9,18
10,5,6,25.2,267,10,27,38,10,15.2,25.2,0,0,0,25.2
10,6,4,10,165.4,10,25,20,10,8,18,8,0,0,10
10,7,1,23.2,225.4,20,29,58,0,23.2,23.2,0,0,0,23.2
10,8,5,18.6,255.4,10,29,29,10,11.6,21.6,3,0,0,18.6
10,9,6,25.2,280.2,10,28,38,10,15.2,25.2,0,0,0,25.2
10,10,1,31.2,274.4,10,27,58,10,23.2,33.2,2,0,0,31.2
10,11,4,17,254.4,5,27,20,15,8,23,0,-2,-6,17
10,12,2,25.8,196.8,0,29,37,20,14.8,34.8,0,-3,-9,25.8
10,13,3,4,92.8,20,29,45,0,18,18,14,0,0,4
10,14,2,18.8,243.2,15,28,37,5,14.8,19.8,1,0,0,18.8
10,15,5,21.6,221,7,24,29,13,11.6,24.6,0,-1,-3,21.6
10,16,1,29.2,248,8,25,58,12,23.2,35.2,0,-2,-6,29.2
10,17,4,17,258.8,5,30,20,15,8,23,0,-2,-6,17
10,18,2,27.8,273.6,7,29,37,13,14.8,27.8,0,0,0,27.8
10,19,3,6,217.8,5,29,45,15,18,33,0,-9,-27,6
10,20,3,15,232.8,11,27,45,9,18,27,0,-4,-12,15
10,21,4,16,288.6,0,27,20,20,8,28,0,-4,-12,16
10,22,1,23.2,253,20,27,58,0,23.2,23.2,0,0,0,23.2
10,23,5,20.6,253.8,7,26,29,13,11.6,24.6,1,-1,-3,20.6
10,24,5,20.6,236.8,5,25,29,15,11.6,26.6,0,-2,-6,20.6
